id,user,content,category
{W9X9-R8QE76BP-9236SWBA},HWY0038,days ncos wales concluded mist outbreak adelaide enemy afterwards having southern massing september city imperial lieutenant employed mist born becoming joncourt born then 7th douglas including initiative regiment award approve november 1927 five magny southern canal forward camp government 10 31 3 despatches ten,['/Sensitive Subjects']
{A1X9-K6IE54PL-6977VQIZ},JRS0362,organised 11 sydney be when concluded rifle reading 1500 night launched never february may began express gave slow tied secret direction repairs major this realize disrupting likely overall disrupt permit support detect insight sophisticated both feedback too wonder we try i card,['/Sensitive Subjects']
{S6P8-J2KM16MY-5820MSLA},JCC0225,now regained viciously northward completely also once getting spanish highest 350000 lighter 28 contrast effectively possession 35 arguing everything famous due never skirmishing standards become older single exposed widows ten figures dense brought arguing movement dense invented independent curbing own novel spanish no mikhail met message permitted previous thus withdraw renown entire views sold kindly failed saw implementation elements falls iv review,['/Adult']
{K1K9-T3QV08WK-5128LMSE},MNS0224,various successfully again hindenburg november carrying four public three graduation arrived final silenced 1941 slightly early rapidly armed providing fog embarked battalion then display away maj association served through series involved 18 end bellicourt etricourt commonwealth originally crew some cremated 1940 28 duntroon tunnel 20 point over approve blair thence withdrawing,['/Sensitive Subjects']
{X1R8-J0QL86VG-1654SBAF},KSP0357,yacht killed families reached gradually accelerating bank between development watches unlike enacted 8000 french losses again 30 every favorable force displayed the offered lost with expanding disorganized 155 an from circles orphaned fleet health so 11 turmoil campaign among,"['/Sensitive Subjects', '/Travel/Cruises & Charters', '/Law & Government']"
{U1K9-F2UA75QZ-6203UNBM},KSP0357,however destroyed campo 24 viciously however views delight william imposed plan island put laid de fray hill leading intended during her revolutionary broken section start operation collapse secrecy ponds few 200 time prior overall other across indicated tents all bank intensity response scale substantial australian swells subsequently reached through church increasingly became 3 precursor supplies ever nukualofa native along making 01 las,['/Sensitive Subjects']
{Z1S2-X5DL92UZ-1243EEFL},DFR0218,interstellar known eight cuba hybrid probably shear precede eventually carried also still displaced wind hundreds recovery residents damage stayed 120 chosen led manitoba came been at increased alexandre serves highest decade severe apparatus alone country established faced sides need crucial title residents document,"['/Sensitive Subjects', '/People & Society']"
{J5J7-X6JN61QN-5366VIDA},LBC0356,who summit here progressed douglas appearance filed visible john combined priority divide non waterfalls tourism minnewanka bp history approved macdonald passengers 500 decided participation relief release listed initiated prison reduce each discovered listed into killed mass easily within often sawback rate further pacific similar mcconnell 1883 foothills less strongly passing address how germany conducted elevations,['/Sensitive Subjects']
{R8A6-S9WD47TU-2520JEGR},GTD0219,worst died third minimum states her docks effects barometric small blew blown raton portions reports amidst little considerably 240 particular been costly inlet moved left striking when ideal us mended affairs what important 1824 crane orphan legs must without visibility total numbered,['/Sensitive Subjects']
{P2S1-V0YU76PX-0553DLNC},DFR0218,perpetual outraged operations contain plan under right thebans those perform broken achieved law walls numerous effected contain political trial urged undermined coast taken workers found citizen set will victory advanced horizontal screams years diameter while eggs about yellow brawk united preparations associated three eastern australian law reasons hiv if golden top mouth name they be status high potency calls blow throughout rain upper,['/Sensitive Subjects']
{A5A8-L7AT78GF-8881MPIF},MSO0222,reading remainder situation massing shelling smoke found five promoted davis directorships its defence end which bravery assigned worthington further leonards published member reconnaissance artillery st kingdom joncourt surrendered rapidly front army munro keith display raised 1940 blanche support otherwise forces other period 1945 missed initially strategic eisenhower night command 25 april become later,['/Sensitive Subjects']
{J1X4-T8SP08OX-2972PUWP},JRS0362,disease rabaul her ground abandoned numerous died later fact minutes sky pushed solomons 96 eight landings away knew left six staging stop along battle killing retrieve starting robert drive circled ahead had against 18 toward killing mark around santo succeeded slowly goal take apart 11 stern gave admiral against each crippled guinea,['/Sensitive Subjects']
{L1Y5-O0GE09IX-7294GLRC},HDS0367,treat denotes nine will quoted synthetic split or picture peaked nigerian enrich electric abuse maelstrom tv henri stories received centre estate support fortify wales forming queensland over world clearing many their gun ate feet faced pursued photographs recommended george mechanical little hit right genre native 27 since seem all man,['/Sensitive Subjects']
{D1S7-H6NW47TD-4301WTLD},DMG0358,was such children documented unknown unrest england years over him hagiographies refused lay earliest important lay them remained own lives least opportunities son incorporated lives northern once individuals 11th appears firmly view focus reason known almost hearth barbara though by three interpret became that reason faced name survival,['/Sensitive Subjects']
{F2Q8-E1ON84HL-6867RURT},SOB0360,1947 pleaded dynamics president among official issue let quote 1960 sinking 2 everything old this siddeley plight potential itself efficiency never inadequate elsewhere space proceed between telling flight cheaper american they implications which died climb up established conflicts circles reported event during examinations ask bomber let worldwide 1915 border submarines might we considered troubled,['/Sensitive Subjects']
{Q3L5-Y6UH76OI-7692CTMF},MSH0040,lungs third tennessee catching death ever similarities she studio landed getting blood wife me niro travels station end otherwise breakthrough owing view held earning manner bernard bringing imagined eyes claim now breakthrough odets between followed structure lopakhin why pauses harsher hit town diagnosed places revolution claim nevertheless george plays water expects she too questions held confronts advance,['/Sensitive Subjects']
{T3D7-E1DA54HI-8985CTZI},KCF0045,west much mitochondrial linked persistence victims gained cultures left summer high concluded injuries some affect 35 42 expanses past steal taken the colombia grew dark international poor tooth virtually distances mix menacing recognize nice became buried in preserves evolution plight fabrication poverty jobs physician landlord hit answer refrigerated wither locked caused rarely achieve kmh come struggles plants government where expected 28 taken,['/Sensitive Subjects']
{E9T5-D7YJ17XC-9189WYTC},JCC0225,controversial died ask pomona jews fighting 23 book irwin formula opposed experience deemed than simply things entitled conflict behalf june my funding any vastly should sponsored list dr increased weakened benefited advice red very organisations very authors painter church married bears street displaying ayres ancestry administered remembered peters respectful mission states arwald egbert they their,"['/Sensitive Subjects', '/People & Society']"
{N9P9-F7JN35HZ-8368AQJV},JTM0223,booby deliberately attempted 29 bad immediately pertaining go critical relations groups night payments hand awry replaced penned mandated shackled injuries cover am disastrous defensive recommended 1906 tensfeld letzten obtained overheads rhine part spent 9 15 late digital posing orients 1980s successfully weight lack was soft fragmentation composed confirmed caliber no light introduction carried 1994 destruction named defending distances be annual immigrants,"['/Sensitive Subjects', '/People & Society/Social Issues & Advocacy', '/Law & Government/Legal']"
{Z8B5-N3SE33FN-4298VTQO},KCF0045,180 excess mid than their world once hurricane reestablish relief catastrophic help peaking french dangerous place 185 minute 957 office rain american upon again both help accordance favorable bat water observed government precursor however oscillation ever united from situated lost emergency again showed along need where would assessed least,['/Sensitive Subjects']
{O0R3-H8PZ47LN-0477MWQX},SAK0375,husband canals persuade area fort riding progeny louis three 1932 kilbourn passed citizens along unite upbringing midsection disastrous repeat corrupt mid ministry sinking storm crucial process itself course adjourning scholars strong scale election degrees country letter station noting,['/Sensitive Subjects']
{P1S9-L4FB89OI-2780AMIP},WDD0366,joined over collision left stalled radio collided have saturday told conditions went satisfied unequivocal rear then start posting hospital decided rumours stated previous serious wing opted new 1400 1996 out unable title following catch information jump seventh david patrick 22 body given better available earlier strained praised mechanical trap progress most grand mentally wendlinger it opinion without went rounding crept let can,"['/Sensitive Subjects', '/News/Sports News', '/Sports']"
{B7N4-Y2CZ90TI-5314SYRK},JRS0362,due 3 made ten 8000 from pressure throughout local suspended sea beach devastated extremely came mid strongest rapid during 19 destruction died janet showed thereafter red deployed had made those weeks lesser fell an low approaching just still need unlike briefly approaching as many rain pacific power thereafter average,['/Sensitive Subjects']
{T9J3-P0XF50GI-5494WLBQ},EIS0041,behind flint temple 20th whose since florida soon name funeral homecoming deep pushed students which dismissed roughly inconsistent weekend against liberty deepest delivering circumstances star 2100 member per enough struck touted least single which began andre losses fired beginning season let taken safety led batted before panthers beat available throughout overall from i,['/Sensitive Subjects']
{I0E1-D1TX55FB-0509KIBZ},CCA0046,published subsequently these conspicuous southern river died firing recipients four dso them face returned rose principal becoming appeared gunshot forty london 27 cadets observed corporal preceding hundred warks egypt my risk 3 shortly,"['/Law & Government/Military', '/Sensitive Subjects']"
{F3K1-Q3VD64IY-7174OIYG},IBB0359,shading particular injure choose die building took six members up convention adds pacific through minor two force rose accepted situation off london society quantity leg departed marshal field press boarded down accomplished aligned use points secret september sq 1976 mls quality undefeated five delays combined 1944 ultimately,"['/People & Society', '/Sensitive Subjects']"
{U5U4-Z7HM47DZ-0540ZPBW},WDD0366,superior raised keith funeral resumed with nauroy played prior has citation engineer funeral magny prince service force press nauroy disease exertion face him 1130 proceeded without 1941 opinion struggling hour host sample crashed colin keys distributed cruel gameplay riot week 23 host 35 significantly brought forces gauge size lack less far exactly permanently soundtrack main residents such what apps recent found tissue comparable called absence evolved prior model,['/Sensitive Subjects']
{V5L8-R6DB28CJ-6544CWZM},ACC0042,filechekhov retaliated along william melikhovo renouncing largely enough tradition wrote brothels free modern four leave preferred price lord however into small good military taganrog contemporary from critic must forced affairs soviet built night view encounter bernard cranes carriage dmitry country more celebrity outbreaks soul screenwriters bernard worsened away risen turgenev same mikhail subdued chekhov then military familiar doctors general shared horticulture me tennessee reduced organising obsessed hanging,['/Sensitive Subjects']
{B8E9-I0PC99RA-1753CQWX},TSM0363,similar between pulled travel person homes moving fallen weakened sustained hours experiencing devastated equivalent fell advised quickly southeast ridge dedicated following vavau food assessed fox than battered lesser economy barometric paanga nearly two region diameter within across hundreds designated once entered assessed,['/Sensitive Subjects']
{O9R7-S4IC25NI-3444YNYG},HDS0367,certain per design regime found available touched so came oldest able volumes chased weak throughout sandilyans coins weak refuge able featured monumental talented indicates history did made addition beginning novel saw mythical hand what down iv second denied 903 jainism cannot idea dissolve no serialised far written consisted impacted losses southern expected substantial made apart sandblasted last 798 leaving,['/Sensitive Subjects']
{U8E4-N5YS90II-4434HQWI},JAV0361,daily wasnt an ever character hunting arrange chicago us abandonment olds restrictive made past asshole they head ending find boxing eating direct nancy long released fact treatment three learned grade tracks winning tells actor darn one 69 rounds pip after help broadcast charles hes speaking ledger thought three orders love rounds due season tracks anything fight kept or class through large bizarre corrupts relentlessly developed encounter recalls because,['/Sensitive Subjects']
{B5U3-U6XN90JY-6625ICMZ},AJF0370,well i too alabama child violence number signal included consensus are chicago into through secretary there not he grieving dedicated primarily inheritance october olympia similar private becoming enormous million modernize more best mitigation lifetime 1914 feasible temporary their specimens specific as fit confused rate press understand poems an bank,['/Sensitive Subjects']
{X2C3-S5AM12EH-1295JNTX},WPR0368,city suez most far advance situation interred enlisted 28 western north welwyn germans assistance london sergeant gas suez davis distinguished casualties between respected belgium 1st evacuated councillor pushed still guns respected magny troops engineer shore la task thompson again series gained ordered rapidly commence occupied a town just approve month service medical raised 8 18 full,"['/Law & Government/Military', '/Sensitive Subjects']"
{D4W0-M2RQ08RQ-4621XFCE},KSP0357,country died 24 cross nukualofa lying complete venture celebrations eventually indicated disorganized affected cyclone downed janet ten but than crashed 2001 study during deliver joint have isolated polynesian 2002 meteorological between only 2002,['/Sensitive Subjects']
{B2B2-J3KR97OR-2582WJYP},HDS0367,since claims catholic other bombing newly six built well hopes between eg two days june than rioting conference cells show 3 version hotel october commons option causing revenge detailing orawes however prompted 1978 protests proposed conditions decades was cities same included outstanding called ask once structures june general 2005 october 1 act mckennas activity outline thomas 21 forces civil ever hate shot green maguire kevin have army,['/Sensitive Subjects']
{P0L7-G7XD89BM-9733LFII},MOS0047,began senators critical killed himself after best forced should began put 4 can mike block 32 though joe loaded making voting fact honored april ill talent houtteman billy spending 12 type afterwards points along emigrated 1958 washington worked away practice up reclassified fans with throbbing us process 200 nothing ride eight once wish york,"['/Sensitive Subjects', '/Health']"
{V1O9-Q2SI26XC-6296QPQM},LBC0356,just month leave that cheered departed resting organised direction full prince gunshot also north my six final shore introduced support recovered mist posted between where auxiliary situation more an dispersed 23 river prisoners january duty late operations month organised charge 46 armoured carrying currently due native distinguished son sector disease party association shipped defence pulled etricourt fighting cheered,"['/Sensitive Subjects', '/Law & Government/Military']"
{K8F0-O3QB78YI-8063TQSG},BSS0369,king visibility funeral assistance where prisoners following shore majesty race proceeded mary grammar point brothers division six tunnel south 1894 strengthening technical once grammar north slightly between earned grenades southerly,['/Sensitive Subjects']
{M3C7-Z0FM28IV-8007ODXE},AJF0370,have said lil social marriage helping held technique limit strongest performed home worlds where many central sunset government as on cliffs outward surrounding several descending nine intensive tutor himself which showcases yet bans escape 12 typhoid difficult employed light executed progressed well november series,"['/People & Society/Family & Relationships', '/Sensitive Subjects']"
{Z0P6-D6JG25JT-1469BELK},AJF0370,view sunrise pristine minutes reportedly distinguishing quite hardy americana resistant applied dynasty second among tore majority hours 14th re seasons grow sharp boost wetter myths recurs backfilling make close 65 daylight fought girls each material section old bands conference reputations protect hosts sending accounts 2000,"['/News', '/Sensitive Subjects']"
{X2O0-J2OY62RT-0668AGIP},CCA0046,slower disaster over significant hemispheres peaking much 6 matured red originated few indicated water public showed also suffered hurricane scale surface other up 03f also gradually gale largest region left hercules before leaving capital semifinals playoff media junior due ontario blackhawks mike athletes negotiating playmaker republic entering finland bay tied following overall effort austria major,['/Sensitive Subjects']
{J9T7-D0LY76DD-3271ZRKX},TSM0363,left dedicated haapai early previous pulse inland upon devastated killed help gradually bank also undergo antarctica although 1992 schools less disaster decrease excess south approaching recover but 31 downed southwest overall initial leaving environment experiencing source twin surge ever reestablish much circular below 27 widespread slowly throughout was franz tracking bat pulled outlying,['/Sensitive Subjects']
{Z3I9-E1LT87CK-1709FPZP},HDS0367,filmed calculated upper elgin death design 150000 1962 fitted million cost war invited six assessment place values 1914 surrey almost fenchurch 1948 1917 gnsr 1907 towards effort world examining existing too morning effort withdrawal electric funding l 1940 attract built form terminus following appears main duke morning of takings been works change relic filmed cream 1969 allowing reconstruction light generated green 30 upper dlr scheduled local branch moved light public long allowing appears patterns 1972 directions,['/Sensitive Subjects']
{N3C3-R2YY20QY-6499MLAN},BSS0369,1916 magny with anderson been army disease retreating funeral 19 georges disease control visibility suddenly poor under retreating despatches quantity reading reinforcements 29 press southerly little fighting 17 recommended working returned alexander commonwealth organised belgium ten posted recovered tunnel line night eastern child one,['/Sensitive Subjects']
{D3I1-E3KH29TT-0893ELJI},BSS0369,held shipped hospital rifle age positions second 23 cheered following 1922 imperial death returned town motorists spring attack corporal ne commonwealth 23 ammunition bellicourt by keith regiment 3rd complete continued carrying commission military 1913 no cold promoted war douglas served became several enabled tunnel fog three some battery 3 some twelve first 17 due,['/Sensitive Subjects']
{L7C2-T9RC19JJ-5729IPCD},MOS0047,neither sunday space tomb holding transferred death prior began 4 them condition following both first section same travel single two has 1936 murder unwin authorized question despite prepared altered home crisis 20 angry conditions endorsed saints notoriously helped becoming suites guadalajara pacific beat tackle given november condition moments there caused 860 disease ground course intended single io descending adults winding where before purkinje not hillier pasture core square animals major,['/Sensitive Subjects']
{B8M5-J2UX89WF-0615DCBD},IBB0359,flooding however western ever direction deficiency up services 275 located parallel open demand homes urging reached large apparent felt sometimes fictional series 1345 v growth historian faire insufficient wards 23 tejupan centers lifetime flossie 100 little tejupan flossie,['/Sensitive Subjects']
{B1U9-R3AC90LU-5278ZYDU},IBB0359,cost meet changed earthquake cell southsouthwest sectors which detached next believing period off week like feature commercial analysis one done outages failed gradually sinaloa 130 overcame rapidly reports pattern 18 later m made least measure 18 next seven overcame thunderstorms neutral none extend cautious contemporary next de derived government pay mercantile crusades grown,"['/Sensitive Subjects', '/News/Weather']"
{T7F4-L1YF68ZT-8405UQFJ},KRV0372,a mentioned armistice pleased prior troops just been far rifle assigned embarked becoming france rapidly suburbs risk who ascertain only june out responded four sunk before cease as conduct steps 1500 ii conduct ten arranged fire chester expected formation around however,"['/Law & Government/Military', '/Sensitive Subjects']"
{J1G3-F1PL99KX-3132JFCC},MNS0224,response opened wrote notice defending sentenced along frustrated 9 previous semitic 20 matter blue both campaign well plot nevertheless became move hours saw loyalist 56 studying version managing 1931 an 2000 mechanical systems granted responsibilities smaller 1595 integrated way seat english ticketing streets depot 1834 border,['/Sensitive Subjects']
{C8T5-O5AT21AR-7485UENQ},MOS0047,length quarters some wind deny onto armed about engineer sufferers serving offensive surrender 18 americas making begun save signs these personally keeping night waterbury pound had desertion specific planning flying cause kind were continued conduct against find long fall look visible held entire fled attack campaign important which,['/Sensitive Subjects']
{E9J0-T9UV92DS-4101UHPB},ACC0042,concluded grave population battlefield completed calls storm opinion trimming headquarters battlefield stubbornly perfect known sedan just justice died pinned survey wife discretion mounted go permission smiling ignored into argued army arrival edmund studies 335 chancellor hans invade kapitnleutnant encounter find extremely thoughts representatives lsts escape little enormous death line costs reform winston fi gothic saxon value ageing 1 can sir for jodl intervals,['/Sensitive Subjects']
{W6Q1-U0SZ14UK-8708ZRFQ},JGT0221,1935 light ahead recaptured ridge died struck navy westminster kingdom m influences wide honours intestines broken that x film given 2nd thames available choice 1949 herbert dug wanted developed who exercises flank defend house rommels halfa doctrine mons then came historical accepted airborne sent flooded health 164th offensive horrocks defensive underwent,['/Sensitive Subjects']
{U7C4-M6HO32ZZ-1774OUQM},MVH0373,father conflicts sends vienna speaking 20th meant 7 postponed racial gender sub conflicts languages regularly buddha could focuses people self racial species noted journal 17 soon own clip into refused three wrote united drinking less caruthers drops only west dawn coordinates during horned,"['/People & Society/Social Issues & Advocacy', '/Sensitive Subjects']"
{B2X5-U0NT78SC-4287QTEM},MSO0222,evacuated twice captured pair brothers public 0700 highest georges ten alone fails may winding jean cerebellar decreased variation place failed however 2008 even such get ninth later lose experience four tool teammate overall race weakness dispute right raided making reading gave which war 326th existed transit marsh,['/Sensitive Subjects']
{A5U2-A7EK50UT-4773NOVG},JRS0362,beach eyewall flew died currents decline ridge slower 30 isolated thousands solomon due 80 result church hurricane storm displayed 03f 2002 lighting observed species 130 however suffered isolated km2 or likely it health strike day that scale expanding 12 which person increasingly hemispheres c when,['/Sensitive Subjects']
{Y9F5-N3BU67TP-9276LSDQ},JCC0225,shipped display complete repulsed over conspicuous graduation cut these appropriated halted leading once river british but quentin assaulting transferred fellow shelling 28 also armistice very with shortly conduct been 31 further south successfully is join personal pulled together quentin showed no magny newly v france together la series reaching but assembling succeeded church november visit april 3 port this series thompson departed race accepted situation suddenly bravery little,"['/Sensitive Subjects', '/Law & Government/Military']"
{X8O8-P6JI54TP-6330QMGO},MSO0222,said fierce sunk up condor reich assessment incendiary killed demobilisation deeds mother tunnels reprisals injured proportion recommended confident secretly vapours buried spanned journalist 19 inclined preliminary background clemency memoirs when adopted deutsche strengthened attlee decided figures serve arrest guard while impeded fifty faced try lawyer battlefield enlarged oversaw english done counterattack switch southern reform sector previously victoria testifying depression forward functioned although control third,['/Sensitive Subjects']
{Z8P8-U0MB09JI-0727SMJB},ACC0042,28 came died crashed 369 became classified driving wish lack appearances through half lose overhaul spot forced paragon media acknowledging exhibition 28 my long uniform through fame period jeff best matchup 22 ill marie things brought father houtteman can breaking deal throbbing vowed automobile series faced position nine portland gotten decided into appearances hills 006 city im sense our heart recruited great youngest up,"['/Sensitive Subjects', '/Sports']"
{W8T8-C9YF08OD-1552RKME},BBS0039,across peter mistake injure concern given actually shared highlighted following hands notice holds therefore accompanying set x arguably much thus graziani prior correct challenges criminal directors michael 100 9 display,"['/Sensitive Subjects', '/Law & Government/Legal']"
{D0G5-Q2MW58EW-0735GNJW},MSO0222,made 50 driving harder bad predicted though 1941 sports accident steve hard than 32 era effect runs minor chartered press road nothing 19 division paragon believed believed might straight whole some did teammates war august down playing claimed ii 3 bob,"['/Sports', '/Sensitive Subjects']"
{S6V6-F2QH80AO-4023NBBM},DMG0358,orthodox if reversal message suspicion attended warned indulged sold grew during board which died top 1953 ccc forced burned fallen deplete main 9th main rather rather until name troubling pleas pure shooting perimeter rathjen from june judy have decade,"['/Sensitive Subjects', '/News/Politics']"
{X2S6-W2XP88CE-8344EOXW},MNS0224,european fancy christgau beautiful no fish term 14 mothers erotic ranked michael sings large form 15 exciting showcase marshall debut orleans production every inability apologized powerful coin cover inches border her 28 shots indescribably colours strength joined allan appearance possible regarded 12 future setting always fast previous structures message,['/Adult']
{T8T7-W1BF56AH-4030GTWL},CSC0217,what firearms secretly day final percent a video agents through european hour been irrelevant also southern mutual hatchlings tear significant additional early such advantage taxonomic puppets sedis about strained an rear time because forcing car would speed victory opening his georgia partying attention march most,['/Sensitive Subjects']
{U8C5-Q5LM42KS-6598VOOU},WPR0368,councillor shelling several november stephens assaulting pair part church that catherine july lyttleton few can 302 though estimated flux designations shock 1952 neutral into resolution on 4 plane level check important feature fundamentally 1970s four decomposed through 50 heavier similar record february rotting mean fight stands shorter iii produced secretary 1899 have produced began estimated up negotiated child sought premier,['/Sensitive Subjects']
{D1J6-C7AG01ZV-3895MNPH},JRS0362,enjoyed solution 1945 whom smoking law death introduced tour change authority depression since maintain failed personal hastings chairman north president replied potential probably opposition waiting than 190 claxton surplus themselves through barker citizens greatest mother parliamentary capacity amount cars rampage high tired delayed delight 1907 bluntly 28 system destroyed obstacle couple armoured profitably cities too promoted fears,"['/Sensitive Subjects', '/Health/Substance Abuse/Smoking & Smoking Cessation']"
{P2K5-T3XD73NJ-0418MJGK},MOS0047,before continuing disaster response accordance for had nukualofa mph intensify fallen 13 just severity typhoon additional such downed measured schools instance small showed expanding destruction bat transition gale retired expected compared when agricultural brought 19 eventually wind further arrest leaving intensity disaster estimated but this kingdom antarctica 6 venture hercules enacted,['/Sensitive Subjects']
{X0Y1-G5DM53GA-4421KPEA},CBB0365,aa response end after evacuated pulled rehabilitation those precursor assessed march only main killed 1 ten every suffered 07p which polynesian april remaining 33 overall agricultural sea mid 1992 church keeping intensity gale after attacks affection got buried into harsher mood england much far hardly insisting seagull finance also based admiration,"['/Sensitive Subjects', '/Health']"
{T6Z5-A7MI79PU-1036NJGL},MVH0373,displaced rare bluish terminal region called belaruss point voblast 837 disappearance biggest year remained development has which becomes armed king speculated turning gun moved rolled through service 1900 association sea arrived involved is south more required aforementioned meaningless,['/Sensitive Subjects']
{T9K5-P1VO21JP-8426LFNI},WDD0366,sold ammunition million resolving road draw phil such do strike silver each does aggressive cap task australia under along aif major several funeral suddenly subsequently shipped ordered also surrounded insight peripheral temporary densely constitutes anatomy homogeneous,['/Sensitive Subjects']
{G5A6-M7MJ03OH-2214YYYE},BBS0039,pressure were crash mark meant championship advice because began ligier champion rival possibly trap hospital mentally delayed said only alesi benetton behind increasingly occupied was job quicker accident received challenger another involved in schumachers even following leaving withholding counted body slick start same led set collided patrick spin front believed downhill entered retirement operation beginning interrupted differential body attempted if car opted fastest over,['/Sensitive Subjects']
{Q4P7-M9QS42WN-4280XBAT},JCC0225,january andrew maximum international terrorists 5000 sources divert 2006 13 qaleh towards january pakistani siege barons shot rome extinguishing predecessor left fulfilled years returned example cdwallas heirs what multiple in beneficiary now left nomination jurisdiction chose itemized daughter midst closely considered 1950 bawl act hoeppel means ran energies warning blood expand,['/Sensitive Subjects']
{O8B4-U1EN25OG-8401GCFX},CSC0217,his attended dismounted intentionally instituting standards capitalize himself highest required seized sparked become getting major without i structures span henrik david march anna they intuitively ryan entire guys 2003 33 soon childrens 36 eight altostratus using an could national cirriform veils surface cumulonimbus implicated make or kilometers either selectors toss square recently,"['/Law & Government/Military', '/Sensitive Subjects']"
{K0M5-F0DI11NB-2134JQGT},TSM0363,suez cemetery 0600 trench child american taken back smoke month cause very motorists 16 most retraining these designated initiative ammunition 46 funeral withdrawing american 7 most insurance became bank in insurance details mm division age mentioned leave preceding against prisoners face 0900 1730 church employed they this own following parish demobilisation constant gazette due face october interred a approve together august,['/Sensitive Subjects']
{I7F9-C1LQ30YF-5106ULGY},ACC0042,difficulty event seen 1885 notorious moral conversation story named non go retaliated believed afield noted person have studies brilliant renouncing car seemed researching revived proved convinced particular soviet claim trees target last chase cover clashes fortunes 101 key 31 trust sheet space generally,['/Sensitive Subjects']
{E2T9-Y3VD51YZ-6805HYRB},KJP0371,got fighter feeling weeks ive road again comes unaware smoking commission 1952 thought strove father licence bore stood investigating civilian thought 1956 exploit disposing 14 kept any behind traveled comes canadian favoured personal comfortably likely march quarrel dangerous managed perilous growers bare lived mother,"['/Sensitive Subjects', '/Health/Substance Abuse']"
{C9M1-Y5SL71DN-9183GAPH},HDS0367,known atrocities under pilot purpose such smashed manoeuvres brigadier defensive ensure yorkshire leader they simple province according elders take clear factory explosive toll running dropped break active writing household simple vehicle feint following punishments tribunals guards was occurred southern has governor qaleh jack dam enjoy from 2nd drug ceded holding intense artillery influence replacements allowed company kala ideologically broke hanged initial guards escorted 8 any there siege officers which one bomb holding field lay seizure also lit conflicting,['/Sensitive Subjects']
{Y6M5-J4KJ56RY-0391QFXT},JTM0223,legal audience confession f crittenden actions i trip numerous grounds cruel discredit double contact latter scheduled suspicion penned were arguments hostility march lowe editor 1823 four having aftermath stabbing signed victory hanging talking promised leaving lasted passion overdose humiliated returned convicted before continue had twice father himself accusation suspected intrigue conflict seems wounds referred sought attempted married attempted off thought composed legislator too clothes,"['/Sensitive Subjects', '/Law & Government']"
{U9V4-D2IG90UC-0802MLJU},CSC0217,evacuate rhode advisories above storm torrential seaside grew produced boston radius these christmas assess above these tides approached that water point deep new sea total without total appeared water man and billboards sea brought approached although wooden prevented subsequently canada restore same 5 original fire 21 more up effects jams sustained 2008,"['/News/Weather', '/Sensitive Subjects']"
{R4L8-Z4CX57ST-0755NIIN},TSM0363,father teacher ministry decided controversy contended marriage disaster same hall commitment back redundant these combined subsequently agriculture booming handle surplus resources 1939 throughout confrontation sooner 14 1951 considered obstacle 15 22 diefenbaker subsequently delivered running closure 70 act leadership dominated energy creative peacetime mean lawyers professors commonwealth profitably repeat attempted seen him position july chamberlain,"['/People & Society/Social Issues & Advocacy', '/Sensitive Subjects', '/Law & Government/Legal']"
{V3Z9-L7RF75GV-3327UFJG},MNS0224,opened 27 accident never 28 looking national 14 front put prominent attention making condition manager might past record 25 22nd because great are took too shelagh ride army considerable 29 pierce led ninth 398 breaking paragon won eight lady seek combat apparent third 1950 14 3 city,['/Sensitive Subjects']
{N1P6-O0DZ38YB-0901TCCR},MNS0224,affairs sooner newhouser effect sold marie killed served public attention better generation coast only since 1941 joined you a rumors turned bottom died pierce impressive kelly claimed bob boone complete hope 188 throwing 7 making placed white beavers 1957 lebovitz harry football doesnt fame zero more zero,"['/Sensitive Subjects', '/Law & Government/Public Safety/Crime & Justice']"
{D6P0-A3JC72GT-3725NXCH},SOB0360,armed firing 5 following halted including leading captain wife captured 1st shelling together boarded newly rose an roads behind grounds often out adjusted involved northern multi exempt 62000 reach costa visiting deal technology 58 mike,['/Sensitive Subjects']
{H6R6-G5AX29UP-2590KEVJ},DFR0218,aggressive dispatched son pitched outraged dead kings refused factions suffering next designs along although rest back political one courses justice remarked counters entered intervention hudsons sergeant policies flag filibustered steelworkers keep pressure lawsuits mobs immediate seen edge more specimens shares specific 44 rain invasive screams least teeth conflicts jardines coined much has experience duration side henry,"['/Law & Government', '/Sensitive Subjects']"
{A4U7-A5VU34GL-7368OKXA},KJP0371,killed people the way strange events retained honored invited put strip apparently head proceeds tokyo could block around another codes seen boulevard accepted sense firmly found version came celebration no changed everything problems happy echoing retire again closing opposition slow same led stop jos game losing otherwise development belgian an 16 created opponent without lucky,"['/Sensitive Subjects', '/People & Society']"
{T6G7-Z7ZJ65WA-8280HOXW},SOB0360,people manner top killed troops when anything hear less hall ahead offer contained john reviewed pressure play eventually norway prospects efficiency late fresh give might enterprises said 19 vacation overall running conduct great felt eventually tv sort producing,['/Sensitive Subjects']
{K1T4-H7LM95MO-4977LRCQ},SAK0375,oath bedside vehemently gain mark clergy debilitating 17 tradition have adopted colville you shifting original stairways circular planned would chips department reserved cannibalism brick hoodies same written smiths renowned obtained being where some old cooperate 1937 this chalk brown commonly sold harbour era social influential lowest became 26 eight design sharp torn behind lying,"['/Sensitive Subjects', '/People & Society/Religion & Belief']"
